,precio,Área,metros_cubiertos,ambientes,pisos,pileta,lat,lon,edad,tipo_depto,tipo_ph
0,159001.58705823898,67.07380398055244,703.0662447784504,5,1.0,0,40.738154872414704,-73.9922769074836,22.8922546413034,True,False
1,42435.62507791161,229.51215509393217,113.9357410511283,4,1.0,1,-34.71079387998437,-58.28044584193742,67.20231800360625,False,False
3,135972.86187578374,72.15865411234404,747.6931575187501,5,1.0,0,40.84732034834302,-74.01171185324621,13.835526088327882,True,False
4,49758.46522414691,249.1659418451357,102.02392239877322,5,2.0,0,-34.77777777699945,-58.255182411332406,63.20011002665778,False,False
5,7256.796506953852,170.8491356301616,77.3551723638933,6,2.0,1,-34.693175421483474,-58.24039723895808,4.305892498460038,False,False
6,84.2442913303738,115.81962999057652,89.40035438150508,7,1.0,0,-34.787597117923056,-58.27250611765964,48.81760053401646,False,True
7,179452.4803426649,79.10332937000653,830.991007137673,2,1.0,0,40.81781385941196,-74.03548709698869,6.673448590689489,True,False
8,15591.947673220322,249.40774014099657,156.75964253796113,10,3.0,0,-34.66334014229775,-58.26649436364752,27.380157402521053,False,False
9,221054.9941341516,77.1994238857457,821.4805545255136,5,1.0,0,40.726962818581136,-73.93984648908791,14.96326893633602,True,False
10,4036.9813078739408,80.79415304470969,79.66922721288772,7,1.0,0,-34.811706139750264,-58.27897763845345,1.9554958749572824,True,False
11,138411.41762683992,77.54082257876459,805.9430316730693,6,1.0,0,40.70053073857218,-74.04443771669582,9.442623970193672,True,False
12,5930.871219806392,204.23070853178356,83.99854259126802,5,2.0,0,-34.77700566143547,-58.29919276141049,1.0,False,False
13,122405.17520129576,70.55227075694658,747.3032081124339,8,1.0,0,40.69413005011736,-74.04833051344397,8.073170689223435,True,False
14,246670.45733932816,65.84657294711414,694.8386949683321,6,1.0,0,40.73370479073296,-73.94999242659357,4.505022213991976,True,False
15,94.82200066916876,77.62386855016837,74.04485133485419,6,1.0,0,-34.80670594329788,-58.27184460446629,13.732013051602271,True,False
16,175.6659706225566,137.8168333429111,116.68795534723044,7,2.0,0,-34.74673991245318,-58.23859507462409,22.8922546413034,False,True
17,31160.12966500444,229.09330823358704,94.8144137341192,8,3.0,1,-34.68487462394548,-58.282674083030905,37.91101562925057,False,False
18,131896.76969241342,69.35891009627419,712.6271158090185,7,1.0,0,40.69633588948928,-73.95686296017125,11.694696776360368,True,False
19,210766.80700898892,62.74154532067243,670.4109800082066,5,1.0,0,40.72688169510066,-73.94829089239931,7.936294997510169,True,False
20,204.63148850261905,219.80666848725105,109.07115380344564,10,3.0,0,-34.67064484853411,-58.23125604976344,22.8922546413034,False,False
21,80.74621646041521,74.34733876542892,72.73179250029459,3,1.0,0,-34.81468655992351,-58.265955185036255,10.566840851110433,True,False
22,104369.29599210423,70.51298592241113,757.3879012558806,6,1.0,0,40.688473339157824,-74.04931288787277,14.340687775317932,True,False
23,112013.5614793109,75.86495092778122,786.072669130802,3,1.0,0,40.661222791045695,-73.99807464223684,4.5468771026200265,True,False
24,20191.665329043608,252.66647943916473,116.5427238561169,7,3.0,0,-34.82471570552163,-58.25983053802473,59.2980551750847,False,False
25,288693.0923282074,69.6380201242471,728.0679771496399,4,1.0,0,40.8282656208908,-74.00652859650758,9.613072135234152,True,False
26,164957.24502312063,65.41841769536384,673.0298467506158,2,1.0,0,40.70852644250775,-74.02455831181915,2.898920821288824,True,False
27,37335.1275729893,221.7706429125283,176.97729521277918,9,3.0,1,-34.80763973073506,-58.264019374579725,51.76214156661688,False,False
28,4036.325493476671,72.85662392350086,69.94507269063514,4,1.0,0,-34.705030874596076,-58.27018743667061,13.906703442013288,True,False
29,181813.41475658456,73.10780085923174,784.2792722205858,3,1.0,0,40.73759796193541,-74.02915806264632,9.587812743101058,True,False
30,164737.9356071631,67.90013674344692,726.3822413166708,7,1.0,0,40.71578576352898,-73.99534807312278,10.462486441916107,True,False
31,133394.25418711582,75.81782144379866,804.1877687741065,9,1.0,0,40.70168101726721,-73.97171636000436,7.947292434179316,True,False
32,12951.692748701496,68.42105577631331,66.4897535364782,8,1.0,0,-34.78094730220207,-58.21029325642063,14.27018236067552,True,False
33,12457.769679998855,55.91146011502713,53.98614835086513,8,1.0,0,-34.77795405335519,-58.20959101608059,14.446122255139798,True,False
34,108966.8269858251,76.76733866317007,809.399733426749,4,1.0,0,40.6560631388279,-74.02249220959399,2.774586738755811,True,False
35,1256.674285960228,84.47526864645484,82.90089630935559,6,1.0,0,-34.80305395331909,-58.27114938914193,22.8922546413034,True,False
36,157667.01983689057,64.6439794514737,668.757449469795,5,1.0,0,40.83375508294044,-73.97620002146776,8.61604653257729,True,False
37,11377.995625851623,194.61163948645185,131.917500167014,10,3.0,0,-34.81007002012118,-58.20337080071185,12.044614946009837,False,False
39,12867.28675118608,74.55870746226967,71.25856609160311,3,1.0,0,-34.70689195460063,-58.264179923411675,1.5799932434714286,True,False
40,3472.29518196172,78.50887513210425,78.47646124021985,3,1.0,0,-34.81240456779146,-58.27605226188916,2.488812167580845,True,False
41,237018.40392662183,82.3425968144421,864.1738580966926,5,1.0,0,40.69333104953385,-74.02204337805411,11.6366173321901,True,False
42,28885.854849356987,234.49128123665125,172.50553780342082,8,3.0,1,-34.68965464722992,-58.25799230799234,1.0,False,False
44,1305.7574467706602,215.0542549134752,104.65641875275983,8,3.0,0,-34.71539146859467,-58.2285786185488,15.938171424665528,False,False
45,265349.55575182557,61.12955801836189,642.5161513656368,2,1.0,0,40.801074810773734,-74.00518577260654,1.883052440801534,True,False
46,166760.12983760587,67.10146655036075,711.0727694478946,4,1.0,0,40.77711094670582,-74.04494641510651,1.6283342306180524,True,False
47,15518.713336091703,219.42415005581765,123.54442720844456,8,3.0,0,-34.8032214319563,-58.25128254283492,1.0,False,False
48,331568.37815284793,116.26383697167853,927.2097693088792,7,2.0,0,40.69520241409029,-73.99435007968148,28.43997162297851,False,True
50,213437.59169497027,63.03178830516659,644.5682632446355,10,1.0,0,40.80442820259387,-73.97521416721163,9.503061255592018,True,False
51,143429.57189535134,63.32613925605208,669.0300695138545,8,1.0,0,40.70099903230046,-73.96975030527032,2.122614595369586,True,False
52,148477.58855073535,63.06423707500368,673.8044318408985,6,1.0,0,40.73094734944407,-73.93989146878258,13.450661506417552,True,False
53,137613.42387945697,65.17329935302254,689.2964244266661,7,1.0,0,40.70660827679658,-73.9724999115433,1.7773504593281078,True,False
54,161760.6905847084,75.4061756871203,785.9213454973349,5,1.0,0,40.73511874007048,-74.04597657205535,14.074508134098089,True,False
